identifier,nonce,originalUrl,thumbnailUrl,id,rank,stats,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2
CEA-2d29f9-06fd,1789,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1923.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f22d802d,1923,1578,https://metadata.verko.io/dynamic/2/1923,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Pipe,None,None,Tank Shirt Blue,Tactical Pants Blue,Titan Bags Black,Desert,Scatter Weapons Proficiency,Cold Blooded
CEA-2d29f9-06fe,1790,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/536.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5aa2abb0,536,395,https://metadata.verko.io/dynamic/2/536,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Cybermeta Tokyo,Pipe,None,Bowler,Titan Armor Red,Titan Pants Green,Radio,Golden,Adrenaline Rush,Scavenger
CEA-2d29f9-06ff,1791,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/247.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-84b6b5f1,247,68,https://metadata.verko.io/dynamic/2/247,Genesis Cantina Elrond Ape,Epic,Default,Zombie Open,Zombie,3D Glasses,Wheat,Punk,Tennis Headband,Cyborg Body Green,Mercenary Pants Orange,Dual Dagger Holster Green,Outworld,Perseverance,Overshield
CEA-2d29f9-0700,1792,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1874.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0b27f385,1874,1785,https://metadata.verko.io/dynamic/2/1874,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Bone,None,None,Tank Shirt Blue,Tactical Pants Black,Titan Bags Brown,Desert,Black Widow,Hodler
CEA-2d29f9-0701,1793,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1256.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c82b2ffe,1256,772,https://metadata.verko.io/dynamic/2/1256,Genesis Cantina Elrond Ape,Silver,Augmented,Gold Open,Gold,Cyborg,Party Blower,None,None,Pilot Armor Brown,Rogue Pants Orange,Pilot Bags Orange,Artic,Hodler,Scatter Weapons Proficiency
CEA-2d29f9-0702,1794,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/86.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-94cc018f,86,32,https://metadata.verko.io/dynamic/2/86,Genesis Cantina Elrond Ape,Legendary,Augmented,Zombie Open,Zombie,MetaScreen EAC,Lollipop,None,Gold Crown,Rogue Armor Green,Cyborg Legs Green,Ammo Belt,Neon,Overachiever,Elemental Weapons Proficiency
CEA-2d29f9-0703,1795,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/661.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0b3e1c5d,661,819,https://metadata.verko.io/dynamic/2/661,Genesis Cantina Elrond Ape,Gold,Default,Grey Open,Augmented,None,Candy Cane,None,Paint,Mercenary Armor Red,Pilot Pants Blue,Company Bags Green,Golden,Overshield,Hodler
CEA-2d29f9-0704,1796,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1132.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-25bdc65c,1132,1079,https://metadata.verko.io/dynamic/2/1132,Genesis Cantina Elrond Ape,Silver,Default,Zombie Closed,Zombie,None,None,None,Viking,Tank Shirt Green,Pilot Pants Green,Company Bags Brown,Artic,Scavenger,Resilience
CEA-2d29f9-0705,1797,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/192.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f19a2e3c,192,107,https://metadata.verko.io/dynamic/2/192,Genesis Cantina Elrond Ape,Epic,Augmented,Zombie Open,Zombie,Green Visor,Bubble Gum,None,Tennis Headband,Titan Armor Green,Mercenary Pants Green,Tech Belt Green,Outworld,Perseverance,Explosive Weapons Proficiency
CEA-2d29f9-0706,1798,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1920.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2509f29d,1920,1120,https://metadata.verko.io/dynamic/2/1920,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Monolaser,Pacifier,Punk,None,Leather Vest Black,Tactical Pants Blue,Tactical Bags Blue,Desert,Explosive Weapons Proficiency,Brawler
CEA-2d29f9-0707,1799,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/808.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-99373740,808,2026,https://metadata.verko.io/dynamic/2/808,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,None,None,Punk,None,T Shirt Orange,Pilot Pants White,None,Artic,Brawler,Perseverance
CEA-2d29f9-0708,1800,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1115.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7ce84d65,1115,1318,https://metadata.verko.io/dynamic/2/1115,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,None,None,None,Bowler,T Shirt Green,Company Pants Green,Tech Belt Orange,Artic,Brawler,Overshield
CEA-2d29f9-0709,1801,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/66.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-709f462a,66,209,https://metadata.verko.io/dynamic/2/66,Genesis Cantina Elrond Ape,Legendary,Augmented,Gold Closed,Gold,MetaScreen EAC,None,None,Wizzard,Pilot Armor Mk.2 Green,Pilot Pants White,Company Bags Brown,Neon,Cold Blooded,Explosive Weapons Proficiency
CEA-2d29f9-070a,1802,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/466.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d128c5ea,466,622,https://metadata.verko.io/dynamic/2/466,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,None,Pipe,None,Red Beanie,Titan Armor Orange,Pilot Pants Orange,Dual Grenades 2 Black,Golden,Cool Moves,Hodler
CEA-2d29f9-070b,1803,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1802.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-56fede59,1802,1828,https://metadata.verko.io/dynamic/2/1802,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,Punk,None,T Shirt Orange,Pilot Pants White,Company Bags Blue,Desert,Black Widow,Cool Moves
CEA-2d29f9-070c,1804,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/383.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cfa10c0d,383,661,https://metadata.verko.io/dynamic/2/383,Genesis Cantina Elrond Ape,Gold,Augmented,Platinum Open,Platinum,Steampunk,Bone,None,None,Rogue Armor Orange,Pilot Pants Brown,Tech Belt Brown,Golden,Scavenger,Nano Meds
CEA-2d29f9-070d,1805,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1081.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ff9dee00,1081,424,https://metadata.verko.io/dynamic/2/1081,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Cybermeta Tokyo,Bone,Punk,Alien Headband,Pilot Armor Black,Company Pants Green,Tech Belt Brown,Artic,Explosive Weapons Proficiency,Hodler
CEA-2d29f9-070e,1806,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/97.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bb71457b,97,135,https://metadata.verko.io/dynamic/2/97,Genesis Cantina Elrond Ape,Legendary,Augmented,Gold Open,Gold,None,Bubble Gum,Punk,Paint,Rogue Armor Green,Rogue Pants Red,Mortars Brown,Neon,Galvanized,Cool Moves
CEA-2d29f9-070f,1807,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2032.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7fbe0749,2032,1967,https://metadata.verko.io/dynamic/2/2032,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Tactical Vest Black,Pilot Pants White,Tactical Bags Brown,Desert,Perseverance,Adrenaline Rush
CEA-2d29f9-0710,1808,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1235.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-efa16b04,1235,650,https://metadata.verko.io/dynamic/2/1235,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Steampunk,Pacifier,None,Bowler,Leather Vest Green,Pilot Pants White,Tech Belt Orange,Artic,Automatic Weapons Proficiency,Resilience
CEA-2d29f9-0711,1809,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1283.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e7d308c4,1283,1469,https://metadata.verko.io/dynamic/2/1283,Genesis Cantina Elrond Ape,Silver,Default,Platinum Closed,Platinum,None,None,None,None,Company Armor Blue,Mercenary Pants Blue,Tactical Bags Brown,Artic,Hodler,Grounded
CEA-2d29f9-0712,1810,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1383.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-31205eb2,1383,1085,https://metadata.verko.io/dynamic/2/1383,Genesis Cantina Elrond Ape,Silver,Default,Gold Closed,Gold,None,None,None,Dandy,Company Armor Mk.2 Black,Company Pants Orange,Tech Belt Blue,Artic,Precision Weapons Proficiency,Black Widow
CEA-2d29f9-0713,1811,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1366.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2fcc1b8f,1366,884,https://metadata.verko.io/dynamic/2/1366,Genesis Cantina Elrond Ape,Silver,Default,Platinum Closed,Platinum,Love Glasses,None,None,Red Dad Hat,Large Vest Red,Company Pants Black,Dual Grenades 1 Orange,Artic,Black Widow,Cold Blooded
CEA-2d29f9-0714,1812,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1585.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2bc8319e,1585,1885,https://metadata.verko.io/dynamic/2/1585,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Tank Shirt Orange,Tactical Pants Brown,Company Bags Black,Desert,Brawler,Perseverance
CEA-2d29f9-0715,1813,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/395.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cd5cb8f0,395,441,https://metadata.verko.io/dynamic/2/395,Genesis Cantina Elrond Ape,Gold,Augmented,Grey Open,Augmented,None,Pacifier,None,Tennis Headband,Pilot Armor Black,Rogue Pants Orange,Mortars Brown,Golden,Automatic Weapons Proficiency,Hodler
CEA-2d29f9-0716,1814,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1329.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6a069a2f,1329,1324,https://metadata.verko.io/dynamic/2/1329,Genesis Cantina Elrond Ape,Silver,Default,Grey Closed,Augmented,None,None,None,Dandy,Tank Shirt Green,Pilot Pants Black,Titan Bags Brown,Artic,Hodler,Cold Blooded
CEA-2d29f9-0717,1815,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/922.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-169ff607,922,1413,https://metadata.verko.io/dynamic/2/922,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,None,Pipe,Punk,None,Company Armor Red,Tactical Pants Green,Titan Bags Blue,Artic,Black Widow,Overshield
CEA-2d29f9-0718,1816,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2132.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ac0b14f9,2132,1426,https://metadata.verko.io/dynamic/2/2132,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Cybermeta Tokyo,Bubble Gum,Punk,None,Tactical Vest Brown,Tactical Pants Brown,None,Desert,Stonewall,Grounded
CEA-2d29f9-0719,1817,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1342.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ed50617b,1342,700,https://metadata.verko.io/dynamic/2/1342,Genesis Cantina Elrond Ape,Silver,Augmented,Blue Open,Blue,Funny Nose,Rose,Punk,None,Company Armor Mk.2 Blue,Tactical Pants Red,Dagger Holster Green,Artic,Overachiever,Nano Meds
CEA-2d29f9-071a,1818,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/14.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-25c7916e,14,20,https://metadata.verko.io/dynamic/2/14,Genesis Cantina Elrond Ape,Legendary,Default,Robot Open,Robot,3D Glasses,Bone,None,Sugegasa,Cyborg Body Brown,Titan Pants Blue,Tech Belt Green,Neon,Galvanized,Cool Moves
CEA-2d29f9-071b,1819,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/245.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-26eeb923,245,817,https://metadata.verko.io/dynamic/2/245,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,None,Party Blower,None,Paint,Pilot Armor White,Mercenary Pants Green,Company Bags Green,Outworld,Hodler,Brawler
CEA-2d29f9-071c,1820,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/448.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d628aeff,448,407,https://metadata.verko.io/dynamic/2/448,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,None,Exotic Flower,Punk,Green Dad Hat,Large Vest Red,Pilot Pants Green,Mortars Red,Golden,Adrenaline Rush,Cold Blooded
CEA-2d29f9-071d,1821,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1276.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4ae68359,1276,1199,https://metadata.verko.io/dynamic/2/1276,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,Steampunk,Pacifier,None,None,Tank Shirt Green,Tactical Pants Green,Tactical Bags Blue,Artic,Stonewall,Scavenger
CEA-2d29f9-071e,1822,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/94.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0c2da0a1,94,115,https://metadata.verko.io/dynamic/2/94,Genesis Cantina Elrond Ape,Legendary,Augmented,Gold Open,Gold,MetaScreen Matrix,Candy Cane,None,Wizzard,Pilot Armor Mk.2 Black,Pilot Pants Brown,Titan Bags Red,Neon,Stonewall,Elemental Weapons Proficiency
CEA-2d29f9-071f,1823,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2105.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-78e12184,2105,2028,https://metadata.verko.io/dynamic/2/2105,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,T Shirt Brown,Tactical Pants Brown,None,Desert,Overachiever,Black Widow
CEA-2d29f9-0720,1824,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1408.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-410fd7a9,1408,1301,https://metadata.verko.io/dynamic/2/1408,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Steampunk,Pipe,None,None,Tank Shirt Blue,Pilot Pants Black,Titan Bags Red,Desert,Perseverance,Galvanized
CEA-2d29f9-0721,1825,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/402.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b8b1c1e2,402,312,https://metadata.verko.io/dynamic/2/402,Genesis Cantina Elrond Ape,Gold,Default,Grey Open,Augmented,Steampunk,Rose,None,Green Dad Hat,Company Armor Orange,Rogue Pants Blue,Quad Grenades 1 Orange,Golden,Overachiever,Overshield
CEA-2d29f9-0722,1826,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/31.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-589d4444,31,55,https://metadata.verko.io/dynamic/2/31,Genesis Cantina Elrond Ape,Legendary,Default,Gold Open,Gold,3D Glasses,Pipe,Tribal,Sugegasa,Pilot Armor Mk.2 Brown,Rogue Pants Black,Company Bags Blue,Neon,Resilience,Black Widow
CEA-2d29f9-0723,1827,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/904.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f96006db,904,846,https://metadata.verko.io/dynamic/2/904,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Monolaser,Lollipop,None,Site Helmet,Default,Pilot Pants Brown,Titan Bags Red,Artic,Stonewall,Cool Moves
CEA-2d29f9-0724,1828,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1019.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bd04e3fb,1019,429,https://metadata.verko.io/dynamic/2/1019,Genesis Cantina Elrond Ape,Silver,Default,Robot Closed,Robot,Steampunk,None,None,Red Beanie,Mercenary Armor Green,Tactical Pants Red,Pilot Bags Green,Artic,Adrenaline Rush,Cold Blooded
CEA-2d29f9-0725,1829,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1909.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-da7a93c6,1909,1474,https://metadata.verko.io/dynamic/2/1909,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Exotic Flower,None,None,Leather Vest Brown,Company Pants Black,Tactical Bags Yellow,Desert,Adrenaline Rush,Scavenger
CEA-2d29f9-0726,1830,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/166.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-272d5aa2,166,185,https://metadata.verko.io/dynamic/2/166,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,Zorro Mask,Bubble Gum,None,Sugegasa,Pilot Armor Mk.2 Black,Titan Pants Red,Tech Belt Orange,Outworld,Nano Meds,Adrenaline Rush
CEA-2d29f9-0727,1831,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1847.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4012568f,1847,1761,https://metadata.verko.io/dynamic/2/1847,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Cyborg,None,None,None,Bandolier,Pilot Pants Black,Company Bags Brown,Desert,Grounded,Escape Artist
CEA-2d29f9-0728,1832,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/37.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f697bc34,37,25,https://metadata.verko.io/dynamic/2/37,Genesis Cantina Elrond Ape,Legendary,Default,Zombie Open,Zombie,MetaScreen Love,Bone,None,Wizzard,Cyborg Body Steel,Rogue Pants Blue,Pilot Bags Blue,Neon,Hodler,Automatic Weapons Proficiency
CEA-2d29f9-0729,1833,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1681.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0f641df2,1681,1430,https://metadata.verko.io/dynamic/2/1681,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Exotic Flower,Punk,None,Tank Shirt Blue,Tactical Pants Black,Radio,Desert,Perseverance,Nano Meds
CEA-2d29f9-072a,1834,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/769.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-51fe9530,769,1138,https://metadata.verko.io/dynamic/2/769,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Love Glasses,Cigar,Punk,None,Large Vest Green,Pilot Pants White,Company Bags Black,Artic,Hodler,Overshield
CEA-2d29f9-072b,1835,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/330.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c1da82fb,330,473,https://metadata.verko.io/dynamic/2/330,Genesis Cantina Elrond Ape,Epic,Default,Grey Open,Augmented,None,Candy Cane,None,Party,Titan Armor Neon,Rogue Pants Green,Tech Belt Red,Outworld,Grounded,Overshield
CEA-2d29f9-072c,1836,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/277.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1db8fce5,277,108,https://metadata.verko.io/dynamic/2/277,Genesis Cantina Elrond Ape,Epic,Augmented,Grey Open,Augmented,Green Visor,Wheat,Tribal,Black Beanie,Mercenary Armor Mk.2 Black,Company Pants Blue,Titan Bags Green,Outworld,Explosive Weapons Proficiency,Nano Meds
CEA-2d29f9-072d,1837,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1053.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-89009903,1053,938,https://metadata.verko.io/dynamic/2/1053,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,Cyborg,None,None,Site Helmet,Pilot Armor Blue,Pilot Pants Blue,Tech Belt Red,Artic,Escape Artist,Scavenger
CEA-2d29f9-072e,1838,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1672.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c8d3f9ef,1672,1217,https://metadata.verko.io/dynamic/2/1672,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Cyborg,Rose,None,None,Large Vest Brown,Tactical Pants Brown,Titan Bags Brown,Desert,Brawler,Galvanized
CEA-2d29f9-072f,1839,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1532.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9b545e26,1532,1257,https://metadata.verko.io/dynamic/2/1532,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Steampunk,Bone,None,None,Hoodie Blue,Tactical Pants Brown,Company Bags Blue,Desert,Overshield,Scatter Weapons Proficiency
CEA-2d29f9-0730,1840,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1449.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d6e0ff2b,1449,2017,https://metadata.verko.io/dynamic/2/1449,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Steampunk,None,None,None,Default,Tactical Pants Orange,None,Desert,Brawler,Cool Moves
CEA-2d29f9-0731,1841,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/534.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6a2917bf,534,708,https://metadata.verko.io/dynamic/2/534,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,Steampunk,None,Punk,Gold Crown,Company Armor Mk.2 Blue,Pilot Pants White,Quad Grenades 1 Green,Golden,Galvanized,Overshield
CEA-2d29f9-0732,1842,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1770.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c6e44eb1,1770,1716,https://metadata.verko.io/dynamic/2/1770,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Lollipop,None,None,Tank Shirt Brown,Tactical Pants Green,Titan Bags Red,Desert,Cool Moves,Elemental Weapons Proficiency
CEA-2d29f9-0733,1843,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1754.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-281bb2ed,1754,1273,https://metadata.verko.io/dynamic/2/1754,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Candy Cane,None,None,Tactical Vest Black,Pilot Pants White,Titan Bags Red,Desert,Cool Moves,Elemental Weapons Proficiency
CEA-2d29f9-0734,1844,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1936.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4d044298,1936,1872,https://metadata.verko.io/dynamic/2/1936,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Tank Shirt Brown,Tactical Pants Green,Tactical Bags Green,Desert,Automatic Weapons Proficiency,Perseverance
CEA-2d29f9-0735,1845,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/714.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6f73209e,714,706,https://metadata.verko.io/dynamic/2/714,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,Steampunk,None,None,Wizzard,Mercenary Armor Orange,Pilot Pants Orange,Dual Dagger Holster Brown,Golden,Resilience,Cold Blooded
